transaction_id,build_profile,use_case,target_budget,cpu,cpu_brand,cpu_socket,cpu_mark,gpu,gpu_brand,gpu_mark,motherboard,motherboard_socket,ram,ram_type,ram_gb,storage,storage_type,storage_gb,psu,psu_wattage,required_wattage_with_headroom,total_price,compatibility_valid,data_origin
TX04313,budget_gaming,Gaming,1328.58,AMD Ryzen 5 5600G,AMD,AM4,19830,Radeon RX 6600 XT,Radeon,16500,ASUS TUF Gaming B550-PLUS WiFi II,AM4,Corsair Vengeance LPX 16GB DDR4,DDR4,16,Samsung 980 1TB NVMe SSD,NVMe,1000,Corsair CV550,550,370,970.97,True,synthetic_expected_pairing
TX04314,budget_gaming,Gaming,1167.19,Intel Core i7-10700K @ 3.80GHz,Intel,LGA1200,19277,GeForce RTX 2060,NVIDIA,14100,MSI MAG B560M Mortar WiFi,LGA1200,Corsair Vengeance LPX 16GB DDR4,DDR4,16,Kingston NV2 500GB NVMe SSD,NVMe,500,Corsair CV550,550,446,975.98,True,synthetic_expected_pairing
TX04315,highend_gaming,Gaming,2460.0,AMD Ryzen 9 3900,AMD,AM4,30660,Radeon RX 6800 XT,Radeon,24600,ASUS TUF Gaming B550-PLUS WiFi II,AM4,G.Skill Ripjaws V 32GB DDR4,DDR4,32,Samsung 990 Pro 2TB NVMe SSD,NVMe,2000,Corsair RM750e,750,557,2102.27,True,synthetic_expected_pairing
TX04316,budget_gaming,Gaming,1060.48,AMD Ryzen 7 PRO 3700,AMD,AM4,22800,GeForce RTX 2060,NVIDIA,14100,Gigabyte B550 AORUS Elite AX V2,AM4,Kingston Fury Beast 16GB DDR4,DDR4,16,WD Black SN770 1TB NVMe SSD,NVMe,1000,MSI MAG A650BN,650,370,1084.99,True,synthetic_expected_pairing
TX04317,midrange_gaming,Gaming,2004.67,AMD Ryzen 7 3700X,AMD,AM4,22716,Radeon RX 6700 XT,Radeon,19800,ASUS TUF Gaming B550-PLUS WiFi II,AM4,G.Skill Ripjaws V 32GB DDR4,DDR4,32,Samsung 990 Pro 2TB NVMe SSD,NVMe,2000,Corsair CV550,550,466,1462.52,True,synthetic_expected_pairing
TX04318,entry_gaming,Gaming,1024.11,Intel Core i3-10320 @ 3.80GHz,Intel,LGA1200,10115,GeForce GTX 1660 Super,NVIDIA,12750,Gigabyte B560 AORUS PRO AX,LGA1200,Kingston Fury Beast 16GB DDR4,DDR4,16,WD Black SN770 1TB NVMe SSD,NVMe,1000,Corsair CV550,550,324,868.95,True,synthetic_expected_pairing
TX04319,budget_gaming,Gaming,1075.3,Intel Core i9-10900KF @ 3.70GHz,Intel,LGA1200,23508,GeForce RTX 2060,NVIDIA,14100,ASUS Prime B560M-A,LGA1200,Corsair Vengeance LPX 32GB DDR4,DDR4,32,Crucial P3 1TB NVMe SSD,NVMe,1000,Corsair CV550,550,444,1036.99,True,synthetic_expected_pairing
TX04320,budget_gaming,Gaming,1351.14,Intel Core i7-11700KF @ 3.60GHz,Intel,LGA1200,24147,Radeon RX 6600,Radeon,15100,MSI MAG B560M Mortar WiFi,LGA1200,Corsair Vengeance LPX 16GB DDR4,DDR4,16,WD Black SN770 1TB NVMe SSD,NVMe,1000,Corsair CV550,550,411,990.0,True,synthetic_expected_pairing
TX04321,midrange_gaming,Gaming,1892.96,AMD Ryzen 7 PRO 3700,AMD,AM4,22800,GeForce RTX 3060 Ti,NVIDIA,20500,MSI B550M PRO-VDH WiFi,AM4,Corsair Vengeance LPX 32GB DDR4,DDR4,32,Crucial P3 Plus 2TB NVMe SSD,NVMe,2000,Corsair CV550,550,419,1420.99,True,synthetic_expected_pairing
TX04322,workstation,Workstation,2107.9,AMD Ryzen 9 3900XT,AMD,AM4,32869,GeForce RTX 3070 Ti,NVIDIA,23700,Gigabyte B550 AORUS Elite AX V2,AM4,G.Skill Ripjaws V 32GB DDR4,DDR4,32,Crucial P3 Plus 2TB NVMe SSD,NVMe,2000,Cooler Master MWE 650 Bronze V2,650,595,1933.77,True,synthetic_expected_pairing
TX04323,entry_gaming,Gaming,941.86,Intel Core i5-10600 @ 3.30GHz,Intel,LGA1200,13928,Radeon RX 6500 XT,Radeon,9440,ASUS Prime B560M-A,LGA1200,Kingston Fury Beast 16GB DDR4,DDR4,16,Kingston NV2 500GB NVMe SSD,NVMe,500,Corsair CV550,550,293,750.99,True,synthetic_expected_pairing
TX04324,highend_gaming,Gaming,2852.46,Intel Core i9-12900KS,Intel,LGA1700,44243,Radeon RX 6900 XT,Radeon,26400,ASUS Prime B760M-A WiFi,LGA1700,Kingston Fury Beast 64GB DDR5,DDR5,64,Samsung 990 Pro 2TB NVMe SSD,NVMe,2000,Cooler Master MWE Gold 850 V2,850,674,2694.98,True,synthetic_expected_pairing
TX04325,highend_gaming,Gaming,2073.94,AMD Ryzen 9 3900X,AMD,AM4,32751,Radeon RX 6900 XT,Radeon,26400,ASUS TUF Gaming B550-PLUS WiFi II,AM4,Corsair Vengeance LPX 32GB DDR4,DDR4,32,Samsung 990 Pro 2TB NVMe SSD,NVMe,2000,MSI MAG A650BN,650,609,2020.0,True,synthetic_expected_pairing
TX04326,entry_gaming,Gaming,1034.66,AMD Ryzen 5 4500,AMD,AM4,16698,GeForce GTX 1660 Super,NVIDIA,12750,Gigabyte B550 AORUS Elite AX V2,AM4,Kingston Fury Beast 16GB DDR4,DDR4,16,Crucial P3 1TB NVMe SSD,NVMe,1000,Corsair CV550,550,324,802.75,True,synthetic_expected_pairing
TX04327,budget_gaming,Gaming,1244.0,AMD Ryzen 5 5600X,AMD,AM4,22088,GeForce RTX 3060,NVIDIA,17150,Gigabyte B550 AORUS Elite AX V2,AM4,Corsair Vengeance LPX 16GB DDR4,DDR4,16,Crucial P3 1TB NVMe SSD,NVMe,1000,Corsair CV550,550,383,953.99,True,synthetic_expected_pairing
TX04328,budget_gaming,Gaming,1170.68,AMD Ryzen 7 2700,AMD,AM4,15654,Radeon RX 6600 XT,Radeon,16500,Gigabyte B550 AORUS Elite AX V2,AM4,Corsair Vengeance LPX 16GB DDR4,DDR4,16,Crucial P3 1TB NVMe SSD,NVMe,1000,Corsair CV550,550,370,981.2,True,synthetic_expected_pairing
TX04329,midrange_gaming,Gaming,2008.67,AMD Ryzen 9 3900XT,AMD,AM4,32869,Radeon RX 6700 XT,Radeon,19800,ASUS TUF Gaming B550-PLUS WiFi II,AM4,Kingston Fury Beast 16GB DDR4,DDR4,16,WD Black SN770 1TB NVMe SSD,NVMe,1000,Corsair CV550,550,513,1553.77,True,synthetic_expected_pairing
TX04330,highend_gaming,Gaming,2397.79,Intel Core i9-12900K,Intel,LGA1700,41077,Radeon RX 6900 XT,Radeon,26400,Gigabyte Z790 Gaming X AX,LGA1700,Kingston Fury Beast 64GB DDR5,DDR5,64,Samsung 980 1TB NVMe SSD,NVMe,1000,MSI MAG A850GL PCIE5,850,809,2514.95,True,synthetic_expected_pairing
TX04331,budget_gaming,Gaming,1440.72,AMD Ryzen 7 5800X3D,AMD,AM4,25508,GeForce RTX 3060,NVIDIA,17150,ASUS TUF Gaming B550-PLUS WiFi II,AM4,Kingston Fury Beast 16GB DDR4,DDR4,16,WD Black SN770 1TB NVMe SSD,NVMe,1000,Corsair CV550,550,435,1414.0,True,synthetic_expected_pairing
TX04332,midrange_gaming,Gaming,1693.61,AMD Ryzen 7 5800X,AMD,AM4,28368,GeForce RTX 3070,NVIDIA,22400,Gigabyte B550 AORUS Elite AX V2,AM4,G.Skill Ripjaws V 32GB DDR4,DDR4,32,Samsung 980 1TB NVMe SSD,NVMe,1000,Corsair CV550,550,502,1538.99,True,synthetic_expected_pairing
TX04333,highend_gaming,Gaming,2346.7,AMD Ryzen 9 3900XT,AMD,AM4,32869,Radeon RX 6900 XT,Radeon,26400,Gigabyte B550 AORUS Elite AX V2,AM4,Corsair Vengeance LPX 32GB DDR4,DDR4,32,Crucial P3 Plus 2TB NVMe SSD,NVMe,2000,Cooler Master MWE 650 Bronze V2,650,608,2179.77,True,synthetic_expected_pairing
TX04334,entry_gaming,Gaming,993.45,Intel Core i3-10305 @ 3.80GHz,Intel,LGA1200,9689,Radeon RX 6500 XT,Radeon,9440,ASUS Prime B560M-A,LGA1200,Corsair Vengeance LPX 16GB DDR4,DDR4,16,Samsung 980 1TB NVMe SSD,NVMe,1000,Corsair CV550,550,294,760.99,True,synthetic_expected_pairing
TX04335,budget_gaming,Gaming,1244.73,AMD Ryzen 5 5600G,AMD,AM4,19830,Radeon RX 6600,Radeon,15100,ASUS TUF Gaming B550-PLUS WiFi II,AM4,Corsair Vengeance LPX 16GB DDR4,DDR4,16,Samsung 980 1TB NVMe SSD,NVMe,1000,Corsair CV550,550,333,910.97,True,synthetic_expected_pairing
TX04336,budget_gaming,Gaming,1381.38,Intel Core i5-12600,Intel,LGA1700,21368,GeForce RTX 2060,NVIDIA,14100,ASUS Prime B760M-A WiFi,LGA1700,Corsair Vengeance 32GB DDR5,DDR5,32,Crucial P3 1TB NVMe SSD,NVMe,1000,MSI MAG A650BN,650,372,1059.97,True,synthetic_expected_pairing
TX04337,highend_gaming,Gaming,2079.6,AMD Ryzen 7 5800X,AMD,AM4,28368,GeForce RTX 3080,NVIDIA,25300,ASUS TUF Gaming B550-PLUS WiFi II,AM4,G.Skill Ripjaws V 32GB DDR4,DDR4,32,Crucial P3 Plus 2TB NVMe SSD,NVMe,2000,Cooler Master MWE 650 Bronze V2,650,634,1828.99,True,synthetic_expected_pairing
TX04338,budget_gaming,Gaming,1092.33,AMD Ryzen 5 3600XT,AMD,AM4,18780,Radeon RX 6600 XT,Radeon,16500,Gigabyte B550 AORUS Elite AX V2,AM4,Corsair Vengeance LPX 16GB DDR4,DDR4,16,WD Black SN770 1TB NVMe SSD,NVMe,1000,MSI MAG A650BN,650,409,1118.52,True,synthetic_expected_pairing
TX04339,budget_gaming,Gaming,1085.86,AMD Ryzen 5 2600X,AMD,AM4,14053,Radeon RX 6600 XT,Radeon,16500,MSI B550M PRO-VDH WiFi,AM4,G.Skill Ripjaws V 32GB DDR4,DDR4,32,Samsung 980 1TB NVMe SSD,NVMe,1000,Corsair CV550,550,405,919.39,True,synthetic_expected_pairing
TX04340,workstation,Workstation,1910.3,AMD Ryzen 9 3950X,AMD,AM4,39157,GeForce RTX 2060,NVIDIA,14100,Gigabyte B550 AORUS Elite AX V2,AM4,Corsair Vengeance LPX 32GB DDR4,DDR4,32,Seagate Barracuda 2TB HDD,HDD,2000,Cooler Master MWE 650 Bronze V2,650,427,1401.0,True,synthetic_expected_pairing
TX04341,highend_gaming,Gaming,2283.78,AMD Ryzen 7 5700X,AMD,AM4,27065,GeForce RTX 3080,NVIDIA,25300,MSI B550M PRO-VDH WiFi,AM4,G.Skill Ripjaws V 32GB DDR4,DDR4,32,Crucial P3 Plus 2TB NVMe SSD,NVMe,2000,Corsair RM750e,750,575,1774.0,True,synthetic_expected_pairing
TX04342,midrange_gaming,Gaming,1584.98,Intel Core i5-12400F,Intel,LGA1700,19659,GeForce RTX 3060,NVIDIA,17150,Gigabyte Z790 Gaming X AX,LGA1700,Corsair Vengeance 32GB DDR5,DDR5,32,Samsung 980 1TB NVMe SSD,NVMe,1000,Corsair CV550,550,405,1179.98,True,synthetic_expected_pairing
TX04343,budget_gaming,Gaming,1207.78,AMD Ryzen 5 3600X,AMD,AM4,18285,GeForce GTX 1660 Super,NVIDIA,12750,ASUS TUF Gaming B550-PLUS WiFi II,AM4,Kingston Fury Beast 16GB DDR4,DDR4,16,Samsung 980 1TB NVMe SSD,NVMe,1000,Corsair CV550,550,363,934.99,True,synthetic_expected_pairing
TX04344,entry_gaming,Gaming,974.63,AMD Ryzen 3 3100,AMD,AM4,11660,Radeon RX 6500 XT,Radeon,9440,ASUS TUF Gaming B550-PLUS WiFi II,AM4,Corsair Vengeance LPX 16GB DDR4,DDR4,16,Samsung 980 1TB NVMe SSD,NVMe,1000,Corsair CV550,550,301,798.95,True,synthetic_expected_pairing
TX04345,highend_gaming,Gaming,2249.37,Intel Core i9-12900,Intel,LGA1700,38281,GeForce RTX 3070 Ti,NVIDIA,23700,Gigabyte Z790 Gaming X AX,LGA1700,G.Skill Flare X5 32GB DDR5,DDR5,32,Crucial P3 Plus 2TB NVMe SSD,NVMe,2000,MSI MAG A650BN,650,562,2014.0,True,synthetic_expected_pairing
TX04346,midrange_gaming,Gaming,1525.99,AMD Ryzen 7 5800X,AMD,AM4,28368,Radeon RX 6800,Radeon,22200,Gigabyte B550 AORUS Elite AX V2,AM4,Corsair Vengeance LPX 16GB DDR4,DDR4,16,Samsung 990 Pro 2TB NVMe SSD,NVMe,2000,Corsair CV550,550,541,1604.99,True,synthetic_expected_pairing
TX04347,midrange_gaming,Gaming,1864.94,AMD Ryzen 9 3900X,AMD,AM4,32751,GeForce RTX 3070,NVIDIA,22400,MSI B550M PRO-VDH WiFi,AM4,Corsair Vengeance LPX 16GB DDR4,DDR4,16,Samsung 990 Pro 2TB NVMe SSD,NVMe,2000,Corsair CV550,550,496,1610.0,True,synthetic_expected_pairing
TX04348,highend_gaming,Gaming,2821.43,Intel Core i9-12900KF,Intel,LGA1700,41163,GeForce RTX 3080 Ti,NVIDIA,27100,Gigabyte Z790 Gaming X AX,LGA1700,Kingston Fury Beast 64GB DDR5,DDR5,64,Samsung 990 Pro 2TB NVMe SSD,NVMe,2000,Corsair RM1000x,1000,877,2787.98,True,synthetic_expected_pairing
TX04349,entry_gaming,Gaming,909.29,AMD Ryzen 5 1500X,AMD,AM4,9083,Radeon RX 6500 XT,Radeon,9440,MSI B550M PRO-VDH WiFi,AM4,Corsair Vengeance LPX 16GB DDR4,DDR4,16,WD Black SN770 1TB NVMe SSD,NVMe,1000,Corsair CV550,550,294,721.36,True,synthetic_expected_pairing
TX04350,midrange_gaming,Gaming,1487.32,Intel Core i7-11700 @ 2.50GHz,Intel,LGA1200,20588,GeForce RTX 3060,NVIDIA,17150,MSI MAG B560M Mortar WiFi,LGA1200,Corsair Vengeance LPX 16GB DDR4,DDR4,16,Samsung 990 Pro 2TB NVMe SSD,NVMe,2000,Corsair CV550,550,424,1217.99,True,synthetic_expected_pairing
TX04351,midrange_gaming,Gaming,1919.63,Intel Core i7-12700,Intel,LGA1700,31659,GeForce RTX 3060 Ti,NVIDIA,20500,Gigabyte Z790 Gaming X AX,LGA1700,Corsair Vengeance 32GB DDR5,DDR5,32,WD Black SN770 1TB NVMe SSD,NVMe,1000,Corsair CV550,550,444,1613.0,True,synthetic_expected_pairing
TX04352,workstation,Workstation,1769.9,Intel Core i9-12900KS,Intel,LGA1700,44243,GeForce RTX 3060,NVIDIA,17150,Gigabyte Z790 Gaming X AX,LGA1700,Kingston Fury Beast 64GB DDR5,DDR5,64,Seagate Barracuda 2TB HDD,HDD,2000,Corsair CV550,550,524,1874.98,True,synthetic_expected_pairing
TX04353,budget_gaming,Gaming,1062.46,AMD Ryzen 7 3800X,AMD,AM4,23275,Radeon RX 6600 XT,Radeon,16500,ASUS TUF Gaming B550-PLUS WiFi II,AM4,G.Skill Ripjaws V 32GB DDR4,DDR4,32,Samsung 980 1TB NVMe SSD,NVMe,1000,Corsair CV550,550,424,1083.59,True,synthetic_expected_pairing
TX04354,midrange_gaming,Gaming,1976.72,Intel Core i9-11900K @ 3.50GHz,Intel,LGA1200,25539,Radeon RX 6800,Radeon,22200,ASUS Prime B560M-A,LGA1200,Corsair Vengeance LPX 32GB DDR4,DDR4,32,WD Black SN770 1TB NVMe SSD,NVMe,1000,MSI MAG A650BN,650,561,1578.97,True,synthetic_expected_pairing
TX04355,midrange_gaming,Gaming,1814.21,Intel Core i7-12700,Intel,LGA1700,31659,Radeon RX 6800,Radeon,22200,ASUS Prime B760M-A WiFi,LGA1700,Corsair Vengeance 16GB DDR5,DDR5,16,Crucial P3 1TB NVMe SSD,NVMe,1000,Corsair CV550,550,487,1485.0,True,synthetic_expected_pairing
TX04356,entry_gaming,Gaming,1025.53,Intel Core i5-10600 @ 3.30GHz,Intel,LGA1200,13928,Radeon RX 6500 XT,Radeon,9440,ASUS Prime B560M-A,LGA1200,Kingston Fury Beast 16GB DDR4,DDR4,16,Kingston NV2 500GB NVMe SSD,NVMe,500,MSI MAG A650BN,650,293,770.99,True,synthetic_expected_pairing
TX04357,midrange_gaming,Gaming,2042.86,AMD Ryzen 7 5800X,AMD,AM4,28368,GeForce RTX 3070,NVIDIA,22400,ASUS TUF Gaming B550-PLUS WiFi II,AM4,Corsair Vengeance LPX 16GB DDR4,DDR4,16,Crucial P3 1TB NVMe SSD,NVMe,1000,Corsair CV550,550,500,1490.99,True,synthetic_expected_pairing
TX04358,entry_gaming,Gaming,872.95,AMD Ryzen 5 2400G,AMD,AM4,8729,GeForce GTX 1650,NVIDIA,7870,MSI B550M PRO-VDH WiFi,AM4,Kingston Fury Beast 16GB DDR4,DDR4,16,WD Black SN770 1TB NVMe SSD,NVMe,1000,Corsair CV550,550,253,829.0,True,synthetic_expected_pairing
TX04359,budget_gaming,Gaming,1196.57,Intel Core i5-12500,Intel,LGA1700,20309,GeForce RTX 3060,NVIDIA,17150,Gigabyte Z790 Gaming X AX,LGA1700,Corsair Vengeance 16GB DDR5,DDR5,16,WD Black SN770 1TB NVMe SSD,NVMe,1000,MSI MAG A650BN,650,402,1173.0,True,synthetic_expected_pairing
TX04360,midrange_gaming,Gaming,1585.39,AMD Ryzen 7 3800XT,AMD,AM4,23815,GeForce RTX 3060,NVIDIA,17150,Gigabyte B550 AORUS Elite AX V2,AM4,G.Skill Ripjaws V 32GB DDR4,DDR4,32,WD Black SN770 1TB NVMe SSD,NVMe,1000,Corsair CV550,550,437,1216.65,True,synthetic_expected_pairing
TX04361,midrange_gaming,Gaming,1999.03,Intel Core i9-11900F @ 2.50GHz,Intel,LGA1200,23814,Radeon RX 6800,Radeon,22200,Gigabyte B560 AORUS PRO AX,LGA1200,G.Skill Ripjaws V 32GB DDR4,DDR4,32,Crucial P3 1TB NVMe SSD,NVMe,1000,Corsair CV550,550,489,1560.99,True,synthetic_expected_pairing
TX04362,entry_gaming,Gaming,904.63,AMD Ryzen 7 1700,AMD,AM4,14628,GeForce GTX 1660 Super,NVIDIA,12750,Gigabyte B550 AORUS Elite AX V2,AM4,Kingston Fury Beast 16GB DDR4,DDR4,16,Crucial P3 1TB NVMe SSD,NVMe,1000,Corsair CV550,550,324,813.68,True,synthetic_expected_pairing
TX04363,midrange_gaming,Gaming,1483.99,Intel Core i9-10900 @ 2.80GHz,Intel,LGA1200,20446,Radeon RX 6800,Radeon,22200,ASUS Prime B560M-A,LGA1200,Kingston Fury Beast 16GB DDR4,DDR4,16,Crucial P3 Plus 2TB NVMe SSD,NVMe,2000,MSI MAG A650BN,650,481,1574.97,True,synthetic_expected_pairing
TX04364,entry_gaming,Gaming,1008.7,AMD Ryzen 5 3500X,AMD,AM4,13319,GeForce GTX 1650,NVIDIA,7870,ASUS TUF Gaming B550-PLUS WiFi II,AM4,Kingston Fury Beast 16GB DDR4,DDR4,16,Kingston NV2 500GB NVMe SSD,NVMe,500,Corsair CV550,550,258,785.95,True,synthetic_expected_pairing
TX04365,highend_gaming,Gaming,2898.39,Intel Core i9-12900K,Intel,LGA1700,41077,Radeon RX 6800 XT,Radeon,24600,MSI PRO B760M-A WiFi DDR5,LGA1700,Corsair Vengeance 32GB DDR5,DDR5,32,Crucial P3 Plus 2TB NVMe SSD,NVMe,2000,Corsair RM1000x,1000,784,2264.95,True,synthetic_expected_pairing
TX04366,entry_gaming,Gaming,1040.38,AMD Ryzen 5 4500,AMD,AM4,16698,GeForce GTX 1660 Super,NVIDIA,12750,Gigabyte B550 AORUS Elite AX V2,AM4,Corsair Vengeance LPX 16GB DDR4,DDR4,16,Samsung 980 1TB NVMe SSD,NVMe,1000,MSI MAG A650BN,650,324,852.75,True,synthetic_expected_pairing
TX04367,budget_gaming,Gaming,1428.13,AMD Ryzen 7 3700X,AMD,AM4,22716,GeForce GTX 1660 Super,NVIDIA,12750,ASUS TUF Gaming B550-PLUS WiFi II,AM4,Corsair Vengeance LPX 16GB DDR4,DDR4,16,Samsung 980 1TB NVMe SSD,NVMe,1000,Corsair CV550,550,324,1088.52,True,synthetic_expected_pairing
TX04368,budget_gaming,Gaming,1197.81,AMD Ryzen 5 5600,AMD,AM4,21350,GeForce RTX 3060,NVIDIA,17150,ASUS TUF Gaming B550-PLUS WiFi II,AM4,G.Skill Ripjaws V 32GB DDR4,DDR4,32,WD Black SN770 1TB NVMe SSD,NVMe,1000,Corsair CV550,550,385,1044.99,True,synthetic_expected_pairing
TX04369,highend_gaming,Gaming,2699.06,Intel Core i7-12700KF,Intel,LGA1700,34110,Radeon RX 6900 XT,Radeon,26400,Gigabyte Z790 Gaming X AX,LGA1700,Kingston Fury Beast 64GB DDR5,DDR5,64,Samsung 990 Pro 2TB NVMe SSD,NVMe,2000,Cooler Master MWE Gold 850 V2,850,745,2385.99,True,synthetic_expected_pairing
TX04370,midrange_gaming,Gaming,1701.64,AMD Ryzen 7 PRO 4750G,AMD,AM4,20570,GeForce RTX 3060 Ti,NVIDIA,20500,ASUS TUF Gaming B550-PLUS WiFi II,AM4,G.Skill Ripjaws V 32GB DDR4,DDR4,32,Samsung 980 1TB NVMe SSD,NVMe,1000,Corsair CV550,550,424,1414.99,True,synthetic_expected_pairing
TX04371,budget_gaming,Gaming,1178.22,AMD Ryzen 7 5800X3D,AMD,AM4,25508,GeForce RTX 2060,NVIDIA,14100,MSI B550M PRO-VDH WiFi,AM4,G.Skill Ripjaws V 32GB DDR4,DDR4,32,Samsung 980 1TB NVMe SSD,NVMe,1000,Corsair CV550,550,418,1324.0,True,synthetic_expected_pairing
TX04372,highend_gaming,Gaming,3011.38,Intel Core i9-12900K,Intel,LGA1700,41077,Radeon RX 6900 XT,Radeon,26400,Gigabyte Z790 Gaming X AX,LGA1700,Corsair Vengeance 32GB DDR5,DDR5,32,Crucial P3 1TB NVMe SSD,NVMe,1000,MSI MAG A850GL PCIE5,850,803,2350.95,True,synthetic_expected_pairing
TX04373,midrange_gaming,Gaming,1527.96,AMD Ryzen 7 PRO 4750G,AMD,AM4,20570,Radeon RX 6800,Radeon,22200,Gigabyte B550 AORUS Elite AX V2,AM4,Corsair Vengeance LPX 16GB DDR4,DDR4,16,WD Black SN770 1TB NVMe SSD,NVMe,1000,MSI MAG A650BN,650,487,1470.99,True,synthetic_expected_pairing
TX04374,workstation,Workstation,2027.5,AMD Ryzen 7 5800X,AMD,AM4,28368,GeForce RTX 3080,NVIDIA,25300,MSI B550M PRO-VDH WiFi,AM4,G.Skill Ripjaws V 32GB DDR4,DDR4,32,Samsung 990 Pro 2TB NVMe SSD,NVMe,2000,Corsair RM750e,750,628,1888.99,True,synthetic_expected_pairing
TX04375,budget_gaming,Gaming,1132.11,Intel Core i5-12400F,Intel,LGA1700,19659,Radeon RX 6600 XT,Radeon,16500,Gigabyte Z790 Gaming X AX,LGA1700,Kingston Fury Beast 16GB DDR5,DDR5,16,Samsung 980 1TB NVMe SSD,NVMe,1000,MSI MAG A650BN,650,389,1129.98,True,synthetic_expected_pairing
TX04376,highend_gaming,Gaming,2526.52,AMD Ryzen 9 3900XT,AMD,AM4,32869,GeForce RTX 3080 Ti,NVIDIA,27100,Gigabyte B550 AORUS Elite AX V2,AM4,Corsair Vengeance LPX 32GB DDR4,DDR4,32,Samsung 980 1TB NVMe SSD,NVMe,1000,MSI MAG A750GL PCIE5,750,671,2289.77,True,synthetic_expected_pairing
TX04377,general_productivity,General Productivity,1054.73,AMD Ryzen 5 3600X,AMD,AM4,18285,Radeon RX 6500 XT,Radeon,9440,Gigabyte B550 AORUS Elite AX V2,AM4,Kingston Fury Beast 16GB DDR4,DDR4,16,Kingston NV2 500GB NVMe SSD,NVMe,500,Corsair CV550,550,338,770.99,True,synthetic_expected_pairing
TX04378,budget_gaming,Gaming,1328.13,Intel Core i9-10900F @ 2.80GHz,Intel,LGA1200,20881,Radeon RX 6600,Radeon,15100,MSI MAG B560M Mortar WiFi,LGA1200,Corsair Vengeance LPX 32GB DDR4,DDR4,32,Kingston NV2 500GB NVMe SSD,NVMe,500,Corsair CV550,550,335,1017.0,True,synthetic_expected_pairing
TX04379,workstation,Workstation,1766.83,AMD Ryzen 9 5950X,AMD,AM4,46195,GeForce RTX 3060,NVIDIA,17150,Gigabyte B550 AORUS Elite AX V2,AM4,Kingston Fury Beast 64GB DDR4,DDR4,64,WD Blue 4TB HDD,HDD,4000,Corsair CV550,550,448,1564.74,True,synthetic_expected_pairing
TX04380,midrange_gaming,Gaming,1449.32,AMD Ryzen 7 5700X,AMD,AM4,27065,GeForce RTX 3070,NVIDIA,22400,MSI B550M PRO-VDH WiFi,AM4,Corsair Vengeance LPX 32GB DDR4,DDR4,32,Crucial P3 1TB NVMe SSD,NVMe,1000,Corsair CV550,550,444,1426.0,True,synthetic_expected_pairing
TX04381,budget_gaming,Gaming,1125.28,AMD Ryzen 5 PRO 4650G,AMD,AM4,16428,Radeon RX 6600,Radeon,15100,MSI B550M PRO-VDH WiFi,AM4,Corsair Vengeance LPX 32GB DDR4,DDR4,32,Samsung 980 1TB NVMe SSD,NVMe,1000,MSI MAG A650BN,650,329,978.36,True,synthetic_expected_pairing
TX04382,midrange_gaming,Gaming,1782.79,AMD Ryzen 7 5800X3D,AMD,AM4,25508,GeForce RTX 3060,NVIDIA,17150,MSI B550M PRO-VDH WiFi,AM4,Kingston Fury Beast 16GB DDR4,DDR4,16,Crucial P3 Plus 2TB NVMe SSD,NVMe,2000,Corsair CV550,550,429,1384.0,True,synthetic_expected_pairing
TX04383,budget_gaming,Gaming,1246.24,AMD Ryzen 5 3600X,AMD,AM4,18285,GeForce RTX 3060,NVIDIA,17150,Gigabyte B550 AORUS Elite AX V2,AM4,G.Skill Ripjaws V 32GB DDR4,DDR4,32,Kingston NV2 500GB NVMe SSD,NVMe,500,Corsair CV550,550,423,950.99,True,synthetic_expected_pairing
TX04384,budget_gaming,Gaming,1120.67,AMD Ryzen 7 2700,AMD,AM4,15654,Radeon RX 6600,Radeon,15100,Gigabyte B550 AORUS Elite AX V2,AM4,Kingston Fury Beast 16GB DDR4,DDR4,16,Crucial P3 1TB NVMe SSD,NVMe,1000,Corsair CV550,550,333,925.2,True,synthetic_expected_pairing
TX04385,general_productivity,General Productivity,1296.21,AMD Ryzen 5 PRO 4650G,AMD,AM4,16428,GeForce GTX 1660 Super,NVIDIA,12750,ASUS TUF Gaming B550-PLUS WiFi II,AM4,G.Skill Ripjaws V 32GB DDR4,DDR4,32,Kingston NV2 500GB NVMe SSD,NVMe,500,Corsair CV550,550,325,948.36,True,synthetic_expected_pairing
TX04386,budget_gaming,Gaming,1291.27,Intel Core i9-10900KF @ 3.70GHz,Intel,LGA1200,23508,GeForce RTX 2060,NVIDIA,14100,MSI MAG B560M Mortar WiFi,LGA1200,Kingston Fury Beast 16GB DDR4,DDR4,16,WD Black SN770 1TB NVMe SSD,NVMe,1000,Corsair CV550,550,448,1074.99,True,synthetic_expected_pairing
TX04387,entry_gaming,Gaming,920.54,AMD Ryzen 5 2600X,AMD,AM4,14053,Radeon RX 6500 XT,Radeon,9440,MSI B550M PRO-VDH WiFi,AM4,Kingston Fury Beast 16GB DDR4,DDR4,16,Kingston NV2 500GB NVMe SSD,NVMe,500,Corsair CV550,550,332,675.39,True,synthetic_expected_pairing
TX04388,budget_gaming,Gaming,1007.21,Intel Core i5-11600T @ 1.70GHz,Intel,LGA1200,15254,Radeon RX 6600 XT,Radeon,16500,Gigabyte B560 AORUS PRO AX,LGA1200,Corsair Vengeance LPX 16GB DDR4,DDR4,16,WD Black SN770 1TB NVMe SSD,NVMe,1000,Corsair CV550,550,331,1014.0,True,synthetic_expected_pairing
