antecedents,consequents,support,confidence,lift
GPU:GeForce RTX 2060 | Motherboard:ASUS TUF Gaming B550-PLUS WiFi II,PSU:Corsair CV550,0.0119,0.7880794701986755,1.2527093787929988
GPU:GeForce GTX 1650,PSU:Corsair CV550,0.0355,0.7871396895787138,1.2512155294527323
GPU:Radeon RX 6500 XT | Storage:WD Black SN770 1TB NVMe SSD,PSU:Corsair CV550,0.0107,0.7867647058823529,1.2506194657166634
GPU:Radeon RX 6700 XT | RAM:Corsair Vengeance LPX 32GB DDR4,PSU:Corsair CV550,0.014,0.7865168539325843,1.25022548709678
Motherboard:Gigabyte B560 AORUS PRO AX | PSU:Corsair CV550,RAM:Corsair Vengeance LPX 32GB DDR4,0.0118,0.20240137221269297,1.2501628919869856
Motherboard:MSI B550M PRO-VDH WiFi | RAM:Corsair Vengeance LPX 16GB DDR4,Storage:Crucial P3 1TB NVMe SSD,0.0107,0.21314741035856571,1.2501314390531713
PSU:Corsair CV550 | Storage:Samsung 980 1TB NVMe SSD,RAM:Corsair Vengeance LPX 16GB DDR4,0.0369,0.2751677852348994,1.2490593973440733
GPU:Radeon RX 6600 | RAM:Kingston Fury Beast 16GB DDR4,PSU:Corsair CV550,0.0132,0.7857142857142858,1.2489497468038242
GPU:Radeon RX 6600 XT | Storage:Samsung 980 1TB NVMe SSD,PSU:Corsair CV550,0.0132,0.7857142857142858,1.2489497468038242
GPU:GeForce RTX 3060 | PSU:Corsair CV550,RAM:Corsair Vengeance LPX 32GB DDR4,0.0151,0.20214190093708165,1.2485602281475088
GPU:GeForce RTX 3060 | PSU:Corsair CV550,Storage:Crucial P3 1TB NVMe SSD,0.0159,0.21285140562248997,1.2483953408943693
GPU:GeForce GTX 1660 Super | RAM:Kingston Fury Beast 16GB DDR4,PSU:Corsair CV550,0.027,0.7848837209302325,1.2476295039425092
GPU:GeForce RTX 2060 | Storage:Samsung 980 1TB NVMe SSD,PSU:Corsair CV550,0.0164,0.7846889952153111,1.2473199733195217
GPU:GeForce RTX 3060 | Motherboard:MSI B550M PRO-VDH WiFi,PSU:Corsair CV550,0.0109,0.7841726618705036,1.2464992240828225
PSU:Corsair CV550 | Storage:Samsung 980 1TB NVMe SSD,RAM:Kingston Fury Beast 16GB DDR4,0.0359,0.2677106636838181,1.2451658775991539
Motherboard:ASUS TUF Gaming B550-PLUS WiFi II | Storage:Kingston NV2 500GB NVMe SSD,PSU:Corsair CV550,0.0184,0.7829787234042553,1.2446013724435787
Motherboard:MSI MAG B560M Mortar WiFi | Storage:Kingston NV2 500GB NVMe SSD,PSU:Corsair CV550,0.0191,0.7827868852459016,1.2442964318008292
Motherboard:MSI MAG B560M Mortar WiFi | RAM:Corsair Vengeance LPX 16GB DDR4,PSU:Corsair CV550,0.0259,0.7824773413897281,1.2438043894289115
GPU:GeForce GTX 1650 | Storage:Kingston NV2 500GB NVMe SSD,PSU:Corsair CV550,0.0151,0.7823834196891192,1.2436550940853905
PSU:Corsair CV550 | Storage:WD Black SN770 1TB NVMe SSD,RAM:Corsair Vengeance LPX 16GB DDR4,0.0381,0.2739036664270309,1.2433212275398589
GPU:Radeon RX 6600 XT | Storage:Kingston NV2 500GB NVMe SSD,PSU:Corsair CV550,0.014,0.782122905027933,1.243240987168865
GPU:GeForce RTX 2060 | Storage:Kingston NV2 500GB NVMe SSD,PSU:Corsair CV550,0.029,0.7816711590296496,1.242522904195914
GPU:GeForce RTX 3060 | RAM:Corsair Vengeance LPX 16GB DDR4,PSU:Corsair CV550,0.0161,0.7815533980582524,1.2423357146053926
GPU:Radeon RX 6800,Storage:Crucial P3 1TB NVMe SSD,0.0143,0.21153846153846156,1.240694789081886
GPU:Radeon RX 6700 XT,Motherboard:ASUS TUF Gaming B550-PLUS WiFi II,0.0122,0.21981981981981982,1.240518170540744
GPU:GeForce RTX 3070 | Storage:WD Black SN770 1TB NVMe SSD,PSU:Corsair CV550,0.0149,0.7801047120418849,1.240032923290232
GPU:GeForce RTX 3060 | Storage:Crucial P3 1TB NVMe SSD,PSU:Corsair CV550,0.0159,0.7794117647058824,1.238931433326788
Motherboard:MSI B550M PRO-VDH WiFi | RAM:Corsair Vengeance LPX 16GB DDR4,PSU:Corsair CV550,0.0391,0.7788844621513945,1.238093247737076
GPU:GeForce RTX 3060 | Storage:Kingston NV2 500GB NVMe SSD,PSU:Corsair CV550,0.0165,0.7783018867924528,1.2371672020226558
Motherboard:ASUS TUF Gaming B550-PLUS WiFi II | PSU:Corsair CV550,RAM:Kingston Fury Beast 16GB DDR4,0.0288,0.2659279778393352,1.2368743155317916
GPU:Radeon RX 6600 | Storage:Kingston NV2 500GB NVMe SSD,PSU:Corsair CV550,0.0119,0.7777777777777779,1.236334092795705
PSU:MSI MAG A650BN | Storage:Crucial P3 1TB NVMe SSD,RAM:Kingston Fury Beast 16GB DDR4,0.0101,0.2657894736842105,1.2362301101591187
GPU:GeForce GTX 1650 | RAM:Kingston Fury Beast 16GB DDR4,PSU:Corsair CV550,0.0157,0.7772277227722771,1.2354597405377161
RAM:Kingston Fury Beast 16GB DDR4 | Storage:WD Black SN770 1TB NVMe SSD,PSU:Corsair CV550,0.0362,0.7751605995717346,1.2321738985403505
Motherboard:MSI MAG B560M Mortar WiFi,PSU:Corsair CV550,0.0734,0.7750791974656811,1.2320445039988572
Motherboard:MSI MAG B560M Mortar WiFi | Storage:Samsung 980 1TB NVMe SSD,PSU:Corsair CV550,0.0151,0.7743589743589744,1.2308996572229762
GPU:GeForce RTX 2060,PSU:Corsair CV550,0.0816,0.7734597156398105,1.229470220378017
GPU:GeForce RTX 3060 Ti | Storage:WD Black SN770 1TB NVMe SSD,PSU:Corsair CV550,0.0126,0.7730061349693252,1.2287492210607618
GPU:GeForce RTX 2060 | RAM:Kingston Fury Beast 16GB DDR4,PSU:Corsair CV550,0.0262,0.7728613569321534,1.2285190858880202
GPU:GeForce GTX 1660 Super | Storage:Samsung 980 1TB NVMe SSD,PSU:Corsair CV550,0.0136,0.7727272727272726,1.228305949335992
Motherboard:MSI B550M PRO-VDH WiFi | RAM:Kingston Fury Beast 16GB DDR4,PSU:Corsair CV550,0.0377,0.7725409836065573,1.228009829290347
GPU:GeForce RTX 3060 | RAM:G.Skill Ripjaws V 32GB DDR4,PSU:Corsair CV550,0.0146,0.7724867724867724,1.2279236567902916
Motherboard:MSI B550M PRO-VDH WiFi | Storage:Kingston NV2 500GB NVMe SSD,PSU:Corsair CV550,0.0288,0.7721179624664879,1.2273374065593512
Motherboard:MSI B550M PRO-VDH WiFi | Storage:WD Black SN770 1TB NVMe SSD,PSU:Corsair CV550,0.0274,0.771830985915493,1.2268812365530013
GPU:GeForce RTX 2060 | Motherboard:MSI MAG B560M Mortar WiFi,PSU:Corsair CV550,0.0108,0.7714285714285715,1.226241569589209
RAM:Kingston Fury Beast 16GB DDR4 | Storage:Crucial P3 1TB NVMe SSD,PSU:Corsair CV550,0.034,0.7709750566893424,1.2255206750744594
CPU:AMD Ryzen 5 3600XT,PSU:Corsair CV550,0.0121,0.7707006369426752,1.225084465017764
GPU:Radeon RX 6600 XT,PSU:Corsair CV550,0.0497,0.7705426356589147,1.2248333105371398
Motherboard:MSI B550M PRO-VDH WiFi,Storage:Kingston NV2 500GB NVMe SSD,0.0373,0.2252415458937198,1.2248044909935825
Storage:Kingston NV2 500GB NVMe SSD,Motherboard:MSI B550M PRO-VDH WiFi,0.0373,0.20282762370853724,1.2248044909935825
GPU:GeForce RTX 2060 | Motherboard:MSI B550M PRO-VDH WiFi,PSU:Corsair CV550,0.0154,0.77,1.2239707518677476
Storage:Crucial P3 Plus 2TB NVMe SSD,Motherboard:ASUS TUF Gaming B550-PLUS WiFi II,0.0248,0.21621621621621623,1.2201818070892565
Motherboard:ASUS TUF Gaming B550-PLUS WiFi II | PSU:Corsair CV550,RAM:Corsair Vengeance LPX 16GB DDR4,0.0291,0.2686980609418283,1.2196916066356256
GPU:GeForce RTX 3060 Ti | Motherboard:MSI B550M PRO-VDH WiFi,PSU:Corsair CV550,0.0115,0.7666666666666667,1.2186721771843374
PSU:MSI MAG A650BN | RAM:Kingston Fury Beast 16GB DDR4,Storage:WD Black SN770 1TB NVMe SSD,0.0104,0.23266219239373603,1.218126661747309
RAM:Corsair Vengeance LPX 32GB DDR4 | Storage:Kingston NV2 500GB NVMe SSD,PSU:Corsair CV550,0.0131,0.7660818713450293,1.2177426026784761
GPU:GeForce GTX 1660 Super | Motherboard:MSI B550M PRO-VDH WiFi,PSU:Corsair CV550,0.0167,0.7660550458715596,1.217699961646097
Motherboard:ASUS Prime B560M-A | Storage:Samsung 980 1TB NVMe SSD,PSU:Corsair CV550,0.018,0.7659574468085106,1.2175448208687183
PSU:Corsair CV550 | RAM:Corsair Vengeance LPX 16GB DDR4,Motherboard:Gigabyte B550 AORUS Elite AX V2,0.0355,0.20425776754890676,1.216544178373477
Motherboard:Gigabyte B550 AORUS Elite AX V2,PSU:Corsair CV550 | RAM:Corsair Vengeance LPX 16GB DDR4,0.0355,0.21143537820131028,1.2165441783734767
Motherboard:MSI MAG B560M Mortar WiFi | RAM:Corsair Vengeance LPX 32GB DDR4,PSU:Corsair CV550,0.0127,0.7650602409638554,1.216118647216429
GPU:GeForce RTX 3060 Ti | Storage:Samsung 980 1TB NVMe SSD,PSU:Corsair CV550,0.013,0.7647058823529411,1.2155553685470373
Motherboard:Gigabyte B560 AORUS PRO AX | PSU:Corsair CV550,Storage:Kingston NV2 500GB NVMe SSD,0.013,0.22298456260720412,1.2125316074344976
GPU:GeForce RTX 3060,Storage:Crucial P3 1TB NVMe SSD,0.0204,0.20668693009118544,1.2122400591858382
Motherboard:MSI MAG B560M Mortar WiFi | Storage:Crucial P3 1TB NVMe SSD,PSU:Corsair CV550,0.0141,0.7621621621621621,1.211511941125675
Motherboard:ASUS Prime B560M-A,PSU:Corsair CV550,0.0816,0.761904761904762,1.211102784779466
PSU:Corsair CV550 | Storage:WD Black SN770 1TB NVMe SSD,RAM:Kingston Fury Beast 16GB DDR4,0.0362,0.26024442846872753,1.210439202180128
GPU:GeForce RTX 2060 | Storage:WD Black SN770 1TB NVMe SSD,PSU:Corsair CV550,0.0172,0.7610619469026549,1.209763069309577
GPU:Radeon RX 6600 XT,Storage:WD Black SN770 1TB NVMe SSD,0.0149,0.23100775193798448,1.2094646698323794
Motherboard:Gigabyte B560 AORUS PRO AX,PSU:Corsair CV550 | RAM:Corsair Vengeance LPX 16GB DDR4,0.0165,0.2099236641221374,1.2078461687119526
RAM:Corsair Vengeance 16GB DDR5,PSU:Corsair CV550,0.0174,0.759825327510917,1.2077973732489542
GPU:Radeon RX 6800 | Motherboard:ASUS TUF Gaming B550-PLUS WiFi II,PSU:Corsair CV550,0.0101,0.7593984962406015,1.2071188940400597
Motherboard:ASUS TUF Gaming B550-PLUS WiFi II | Storage:WD Black SN770 1TB NVMe SSD,PSU:Corsair CV550,0.0265,0.7593123209169054,1.2069819121235184
GPU:GeForce RTX 2060,Storage:Crucial P3 1TB NVMe SSD,0.0217,0.2056872037914692,1.2063765618267988
Motherboard:MSI MAG B560M Mortar WiFi,Storage:WD Black SN770 1TB NVMe SSD,0.0218,0.23020063357972542,1.2052389192655781
GPU:GeForce RTX 3060 Ti | RAM:Corsair Vengeance LPX 32GB DDR4,PSU:Corsair CV550,0.0169,0.757847533632287,1.2046535266766603
Motherboard:Gigabyte B560 AORUS PRO AX | Storage:Crucial P3 1TB NVMe SSD,PSU:Corsair CV550,0.0128,0.7573964497041421,1.2039364961121317
Motherboard:Gigabyte B560 AORUS PRO AX,Storage:Kingston NV2 500GB NVMe SSD,0.0174,0.2213740458015267,1.2037740391600147
GPU:GeForce RTX 3060,PSU:Corsair CV550,0.0747,0.7568389057750761,1.2030502396679004
RAM:Kingston Fury Beast 16GB DDR4,Storage:Crucial P3 1TB NVMe SSD,0.0441,0.20511627906976745,1.2030280297347065
Storage:Crucial P3 1TB NVMe SSD,RAM:Kingston Fury Beast 16GB DDR4,0.0441,0.25865102639296184,1.2030280297347062
CPU:AMD Ryzen 7 3700X,PSU:Corsair CV550,0.014,0.7567567567567568,1.2029196578552803
CPU:AMD Ryzen 7 4700G,PSU:Corsair CV550,0.0118,0.7564102564102564,1.2023688704661524
GPU:GeForce RTX 3060 | PSU:Corsair CV550,Storage:Kingston NV2 500GB NVMe SSD,0.0165,0.22088353413654618,1.2011067652884513
GPU:GeForce RTX 3070 | RAM:Corsair Vengeance LPX 32GB DDR4,PSU:Corsair CV550,0.0157,0.7548076923076923,1.1998214787914359
Storage:Samsung 990 Pro 2TB NVMe SSD,Motherboard:ASUS TUF Gaming B550-PLUS WiFi II,0.0254,0.2125523012552301,1.1995050860904635
GPU:GeForce RTX 3070,PSU:MSI MAG A650BN,0.0231,0.2661290322580645,1.1993196586663566
GPU:GeForce GTX 1660 Super | Storage:Crucial P3 1TB NVMe SSD,PSU:Corsair CV550,0.0132,0.7542857142857142,1.198991756931671
GPU:Radeon RX 6600 | RAM:Corsair Vengeance LPX 16GB DDR4,PSU:Corsair CV550,0.0141,0.7540106951871657,1.198554594161764
GPU:Radeon RX 6600,PSU:Corsair CV550,0.0459,0.7536945812807881,1.1980521082193423
PSU:Corsair CV550 | RAM:Corsair Vengeance LPX 32GB DDR4,Storage:Samsung 980 1TB NVMe SSD,0.0238,0.22389463781749766,1.1972975284358163
GPU:Radeon RX 6600 XT,RAM:Kingston Fury Beast 16GB DDR4,0.0166,0.2573643410852713,1.1970434469082385
Motherboard:Gigabyte B550 AORUS Elite AX V2,RAM:Corsair Vengeance LPX 16GB DDR4,0.0441,0.26265634306134605,1.1922666503011623
RAM:Corsair Vengeance LPX 16GB DDR4,Motherboard:Gigabyte B550 AORUS Elite AX V2,0.0441,0.20018157058556516,1.1922666503011623
Motherboard:Gigabyte B560 AORUS PRO AX | RAM:Corsair Vengeance LPX 16GB DDR4,PSU:Corsair CV550,0.0165,0.7500000000000001,1.1921793037672868
GPU:GeForce RTX 3070 | Motherboard:Gigabyte B550 AORUS Elite AX V2,PSU:Corsair CV550,0.0123,0.75,1.1921793037672865
Motherboard:MSI B550M PRO-VDH WiFi | PSU:Corsair CV550,Storage:WD Black SN770 1TB NVMe SSD,0.0274,0.2275747508305648,1.1914908420448418
Motherboard:Gigabyte B550 AORUS Elite AX V2 | Storage:Samsung 980 1TB NVMe SSD,PSU:Corsair CV550,0.0236,0.7492063492063492,1.1909177383664746
Motherboard:MSI B550M PRO-VDH WiFi | RAM:Kingston Fury Beast 16GB DDR4,Storage:WD Black SN770 1TB NVMe SSD,0.0111,0.22745901639344263,1.1908849025834691
Motherboard:MSI B550M PRO-VDH WiFi | Storage:Samsung 980 1TB NVMe SSD,PSU:Corsair CV550,0.0246,0.7477203647416414,1.1885556584670822
Motherboard:Gigabyte B560 AORUS PRO AX | Storage:Samsung 980 1TB NVMe SSD,PSU:Corsair CV550,0.0139,0.7473118279569892,1.1879062596677623
Motherboard:Gigabyte B560 AORUS PRO AX | Storage:Kingston NV2 500GB NVMe SSD,PSU:Corsair CV550,0.013,0.7471264367816092,1.1876115669712433
Motherboard:Gigabyte B550 AORUS Elite AX V2 | Storage:WD Black SN770 1TB NVMe SSD,PSU:Corsair CV550,0.0251,0.7470238095238096,1.1874484335142421
Motherboard:Gigabyte B560 AORUS PRO AX | RAM:G.Skill Ripjaws V 32GB DDR4,PSU:Corsair CV550,0.012,0.7453416149068324,1.1847744633712167
GPU:GeForce RTX 2060 | RAM:Corsair Vengeance LPX 32GB DDR4,PSU:Corsair CV550,0.0104,0.7428571428571428,1.180825215159979
Motherboard:ASUS Prime B560M-A | PSU:Corsair CV550,Storage:Samsung 980 1TB NVMe SSD,0.018,0.2205882352941176,1.1796162315193455
Motherboard:Gigabyte B560 AORUS PRO AX,PSU:Corsair CV550,0.0583,0.7417302798982188,1.1790339848962308
RAM:G.Skill Ripjaws V 32GB DDR4 | Storage:WD Black SN770 1TB NVMe SSD,PSU:Corsair CV550,0.0243,0.7408536585365852,1.1776405317701244
GPU:GeForce RTX 3060 | PSU:Corsair CV550,Storage:WD Black SN770 1TB NVMe SSD,0.0168,0.22489959839357426,1.1774848083433207
PSU:Corsair CV550 | RAM:G.Skill Ripjaws V 32GB DDR4,Storage:Samsung 980 1TB NVMe SSD,0.0223,0.22013820335636722,1.177209643616937
GPU:Radeon RX 6700 XT,PSU:Corsair CV550,0.0411,0.7405405405405405,1.1771428080440955
GPU:GeForce RTX 3070 | PSU:Corsair CV550,Storage:Samsung 980 1TB NVMe SSD,0.0128,0.21993127147766323,1.1761030560302845
GPU:GeForce RTX 3070 | Storage:Samsung 980 1TB NVMe SSD,PSU:Corsair CV550,0.0128,0.7398843930635839,1.1760998141210999
Motherboard:ASUS Prime B560M-A,Storage:Samsung 980 1TB NVMe SSD,0.0235,0.21942110177404295,1.173374875797021
PSU:Corsair CV550 | RAM:Kingston Fury Beast 16GB DDR4,Storage:Crucial P3 1TB NVMe SSD,0.034,0.2,1.1730205278592376
PSU:MSI MAG A650BN | Storage:WD Black SN770 1TB NVMe SSD,RAM:Kingston Fury Beast 16GB DDR4,0.0104,0.2518159806295399,1.1712371192071624
Motherboard:ASUS Prime B560M-A | Storage:Crucial P3 1TB NVMe SSD,PSU:Corsair CV550,0.0148,0.7363184079601991,1.170431422604036
Motherboard:ASUS TUF Gaming B550-PLUS WiFi II | PSU:Corsair CV550,Storage:Samsung 980 1TB NVMe SSD,0.0237,0.2188365650969529,1.1702490112136519
RAM:Corsair Vengeance LPX 32GB DDR4 | Storage:Crucial P3 1TB NVMe SSD,PSU:Corsair CV550,0.0208,0.734982332155477,1.168307633373831
GPU:GeForce RTX 3060,Storage:Kingston NV2 500GB NVMe SSD,0.0212,0.2147922998986829,1.1679842300091512
GPU:GeForce RTX 3070 | RAM:G.Skill Ripjaws V 32GB DDR4,PSU:Corsair CV550,0.0154,0.7333333333333333,1.1656864303502357
GPU:GeForce RTX 3060 Ti | PSU:Corsair CV550,Motherboard:ASUS TUF Gaming B550-PLUS WiFi II,0.0126,0.20655737704918034,1.1656736853791216
Motherboard:Gigabyte B550 AORUS Elite AX V2 | PSU:Corsair CV550,Storage:WD Black SN770 1TB NVMe SSD,0.0251,0.2225177304964539,1.1650142957929523
GPU:GeForce RTX 3060 | PSU:Corsair CV550,Motherboard:ASUS TUF Gaming B550-PLUS WiFi II,0.0154,0.20615796519410978,1.163419668138317
CPU:AMD Ryzen 7 PRO 4750G,PSU:Corsair CV550,0.012,0.7317073170731707,1.1631017597729625
Motherboard:Gigabyte B560 AORUS PRO AX | Storage:WD Black SN770 1TB NVMe SSD,PSU:Corsair CV550,0.0117,0.73125,1.1623748211731044
GPU:GeForce RTX 3060 | Motherboard:Gigabyte B550 AORUS Elite AX V2,PSU:Corsair CV550,0.0125,0.7309941520467836,1.16196813232679
Storage:WD Black SN770 1TB NVMe SSD,PSU:Corsair CV550,0.1391,0.7282722513089005,1.1576414740246392
PSU:Corsair CV550,Storage:WD Black SN770 1TB NVMe SSD,0.1391,0.22110952153870608,1.1576414740246392
GPU:Radeon RX 6700 XT,Storage:Samsung 980 1TB NVMe SSD,0.012,0.21621621621621623,1.1562364503540974
Motherboard:MSI B550M PRO-VDH WiFi,PSU:Corsair CV550,0.1204,0.7270531400966184,1.1557036084829413
Motherboard:Gigabyte B550 AORUS Elite AX V2,RAM:Kingston Fury Beast 16GB DDR4,0.0417,0.24836212030970817,1.1551726526032937
GPU:Radeon RX 6600 | Storage:WD Black SN770 1TB NVMe SSD,PSU:Corsair CV550,0.0114,0.7261146496815287,1.1542118100167362
GPU:GeForce RTX 3060 Ti | Motherboard:Gigabyte B550 AORUS Elite AX V2,PSU:Corsair CV550,0.0103,0.7253521126760563,1.1529997022350282
RAM:Corsair Vengeance LPX 32GB DDR4 | Storage:WD Black SN770 1TB NVMe SSD,PSU:Corsair CV550,0.0256,0.7252124645892352,1.1527777214898032
GPU:GeForce RTX 3070,Storage:WD Black SN770 1TB NVMe SSD,0.0191,0.22004608294930875,1.152073732718894
Motherboard:MSI B550M PRO-VDH WiFi | RAM:Corsair Vengeance LPX 32GB DDR4,PSU:Corsair CV550,0.021,0.7241379310344828,1.1510696726028975
Motherboard:Gigabyte B550 AORUS Elite AX V2 | Storage:Crucial P3 1TB NVMe SSD,PSU:Corsair CV550,0.0209,0.7231833910034602,1.149552362110094
Motherboard:MSI MAG B560M Mortar WiFi | RAM:G.Skill Ripjaws V 32GB DDR4,PSU:Corsair CV550,0.0117,0.7222222222222223,1.1480245147388688
PSU:Corsair CV550 | RAM:Corsair Vengeance LPX 16GB DDR4,Storage:WD Black SN770 1TB NVMe SSD,0.0381,0.2192174913693901,1.1477355569078016
RAM:Corsair Vengeance LPX 32GB DDR4,Storage:WD Black SN770 1TB NVMe SSD,0.0353,0.21803582458307597,1.1415488198066803
Storage:WD Black SN770 1TB NVMe SSD,RAM:Corsair Vengeance LPX 16GB DDR4,0.048,0.2513089005235602,1.140757605644849
RAM:Corsair Vengeance LPX 16GB DDR4,Storage:WD Black SN770 1TB NVMe SSD,0.048,0.21788470267816615,1.140757605644849
Storage:Samsung 980 1TB NVMe SSD,PSU:Corsair CV550,0.1341,0.7171122994652406,1.1399019225325713
PSU:Corsair CV550,Storage:Samsung 980 1TB NVMe SSD,0.1341,0.21316165951359084,1.1399019225325713
GPU:GeForce RTX 3060 Ti | PSU:Corsair CV550,Storage:Samsung 980 1TB NVMe SSD,0.013,0.21311475409836064,1.1396510914350837
RAM:Kingston Fury Beast 16GB DDR5,PSU:Corsair CV550,0.0182,0.7165354330708662,1.1389849516306887
GPU:GeForce RTX 3060 Ti,Motherboard:ASUS TUF Gaming B550-PLUS WiFi II,0.0179,0.20180383314543404,1.138847816847822
Storage:WD Black SN770 1TB NVMe SSD,RAM:Kingston Fury Beast 16GB DDR4,0.0467,0.2445026178010471,1.1372214781444052
RAM:Kingston Fury Beast 16GB DDR4,Storage:WD Black SN770 1TB NVMe SSD,0.0467,0.2172093023255814,1.1372214781444052
Storage:Crucial P3 1TB NVMe SSD,RAM:Corsair Vengeance LPX 16GB DDR4,0.0427,0.2504398826979472,1.1368129037582715
RAM:G.Skill Ripjaws V 32GB DDR4 | Storage:Samsung 980 1TB NVMe SSD,PSU:Corsair CV550,0.0223,0.7147435897435898,1.1361366869235252
GPU:Radeon RX 6600 | Storage:Samsung 980 1TB NVMe SSD,PSU:Corsair CV550,0.0115,0.7142857142857143,1.135408860730749
PSU:Corsair CV550 | RAM:Corsair Vengeance LPX 16GB DDR4,Storage:Samsung 980 1TB NVMe SSD,0.0369,0.21231300345224396,1.135363654824834
RAM:Corsair Vengeance LPX 32GB DDR4,Storage:Samsung 980 1TB NVMe SSD,0.0343,0.2118591723285979,1.1329367504203096
Motherboard:ASUS Prime B560M-A | Storage:WD Black SN770 1TB NVMe SSD,PSU:Corsair CV550,0.0158,0.7117117117117118,1.1313172972686565
Motherboard:ASUS TUF Gaming B550-PLUS WiFi II | Storage:Samsung 980 1TB NVMe SSD,PSU:Corsair CV550,0.0237,0.7117117117117117,1.1313172972686563
PSU:Corsair CV550 | RAM:Kingston Fury Beast 16GB DDR4,Storage:Samsung 980 1TB NVMe SSD,0.0359,0.2111764705882353,1.1292859389745202
Storage:Crucial P3 1TB NVMe SSD,PSU:Corsair CV550,0.1211,0.7102639296187683,1.1290159428052269
Motherboard:ASUS Prime B560M-A | RAM:G.Skill Ripjaws V 32GB DDR4,PSU:Corsair CV550,0.0125,0.7102272727272727,1.1289576740220517
GPU:GeForce RTX 3070 | Motherboard:ASUS TUF Gaming B550-PLUS WiFi II,PSU:Corsair CV550,0.0115,0.7098765432098766,1.1284001640595718
GPU:GeForce RTX 3060 Ti | Storage:Samsung 990 Pro 2TB NVMe SSD,PSU:Corsair CV550,0.0124,0.7085714285714285,1.1263255898449032
Motherboard:MSI B550M PRO-VDH WiFi | RAM:G.Skill Ripjaws V 32GB DDR4,PSU:Corsair CV550,0.0219,0.7064516129032258,1.1229559893549925
Motherboard:MSI B550M PRO-VDH WiFi,Storage:WD Black SN770 1TB NVMe SSD,0.0355,0.21437198067632848,1.1223663909755417
Storage:Samsung 980 1TB NVMe SSD,RAM:Kingston Fury Beast 16GB DDR4,0.0451,0.2411764705882353,1.121751025991792
RAM:Kingston Fury Beast 16GB DDR4,Storage:Samsung 980 1TB NVMe SSD,0.0451,0.20976744186046511,1.121751025991792
GPU:GeForce RTX 2060,Storage:WD Black SN770 1TB NVMe SSD,0.0226,0.21421800947867298,1.121560259050644
Storage:Samsung 980 1TB NVMe SSD,RAM:Corsair Vengeance LPX 16GB DDR4,0.0461,0.24652406417112302,1.1190379671862143
RAM:Corsair Vengeance LPX 16GB DDR4,Storage:Samsung 980 1TB NVMe SSD,0.0461,0.20926009986382207,1.1190379671862143
GPU:GeForce RTX 3060 Ti | Motherboard:ASUS TUF Gaming B550-PLUS WiFi II,PSU:Corsair CV550,0.0126,0.7039106145251397,1.1189168884519785
Motherboard:Gigabyte B550 AORUS Elite AX V2 | PSU:Corsair CV550,Storage:Samsung 980 1TB NVMe SSD,0.0236,0.20921985815602837,1.1188227708878522
Motherboard:ASUS TUF Gaming B550-PLUS WiFi II | Storage:Crucial P3 1TB NVMe SSD,PSU:Corsair CV550,0.0211,0.7033333333333334,1.1179992581995444
PSU:Corsair CV550 | RAM:Kingston Fury Beast 16GB DDR4,Storage:WD Black SN770 1TB NVMe SSD,0.0362,0.21294117647058824,1.1148752694795196
GPU:GeForce RTX 3070 | Storage:Crucial P3 1TB NVMe SSD,PSU:Corsair CV550,0.0103,0.7006802721088435,1.1137820252882586
Motherboard:Gigabyte B560 AORUS PRO AX,PSU:MSI MAG A650BN,0.0194,0.24681933842239184,1.1122998576944203
GPU:GeForce RTX 3060 | PSU:Corsair CV550,Storage:Samsung 980 1TB NVMe SSD,0.0155,0.2074966532797858,1.1096077715496568
GPU:GeForce RTX 3060,Storage:WD Black SN770 1TB NVMe SSD,0.0209,0.21175278622087132,1.1086533309993263
GPU:Radeon RX 6800,Storage:WD Black SN770 1TB NVMe SSD,0.0143,0.21153846153846156,1.1075312122432543
RAM:G.Skill Ripjaws V 32GB DDR4,Storage:WD Black SN770 1TB NVMe SSD,0.0328,0.21106821106821108,1.105069167896393
GPU:GeForce RTX 2060 | PSU:Corsair CV550,Storage:WD Black SN770 1TB NVMe SSD,0.0172,0.21078431372549017,1.103582794374294
RAM:Corsair Vengeance LPX 32GB DDR4 | Storage:Samsung 980 1TB NVMe SSD,PSU:Corsair CV550,0.0238,0.6938775510204083,1.1029686075670135
GPU:Radeon RX 6600,PSU:MSI MAG A650BN,0.0149,0.24466338259441706,1.102583968429099
Motherboard:MSI MAG B560M Mortar WiFi,Storage:Samsung 980 1TB NVMe SSD,0.0195,0.20591341077085532,1.101141234068745
Motherboard:MSI MAG B560M Mortar WiFi | PSU:Corsair CV550,Storage:Samsung 980 1TB NVMe SSD,0.0151,0.20572207084468663,1.1001180259074153
RAM:G.Skill Ripjaws V 32GB DDR4 | Storage:Crucial P3 1TB NVMe SSD,PSU:Corsair CV550,0.0189,0.6897810218978102,1.0964568779173585
Motherboard:ASUS TUF Gaming B550-PLUS WiFi II | RAM:Corsair Vengeance LPX 32GB DDR4,PSU:MSI MAG A650BN,0.0108,0.24324324324324326,1.0961840614837461
GPU:GeForce RTX 3060 Ti,PSU:Corsair CV550,0.061,0.6877113866967305,1.0931670429132578
Motherboard:MSI B550M PRO-VDH WiFi | PSU:Corsair CV550,Storage:Samsung 980 1TB NVMe SSD,0.0246,0.20431893687707642,1.092614635706291
Motherboard:ASUS Prime B560M-A | RAM:Corsair Vengeance LPX 32GB DDR4,PSU:Corsair CV550,0.012,0.6857142857142856,1.089992506301519
